,userId,movieId,rating
0,1,1,4.0
1,5,1,4.0
2,7,1,4.5
3,15,1,2.5
4,17,1,4.5
5,18,1,3.5
6,19,1,4.0
7,21,1,3.5
8,27,1,3.0
9,31,1,5.0
10,32,1,3.0
11,33,1,3.0
12,40,1,5.0
13,43,1,5.0
14,44,1,3.0
15,45,1,4.0
16,46,1,5.0
17,50,1,3.0
18,54,1,3.0
19,57,1,5.0
20,63,1,5.0
21,64,1,4.0
22,66,1,4.0
23,68,1,2.5
24,71,1,5.0
25,73,1,4.5
26,76,1,0.5
27,78,1,4.0
28,82,1,2.5
29,86,1,4.0
30,89,1,3.0
31,90,1,3.0
32,91,1,4.0
33,93,1,3.0
34,96,1,5.0
35,98,1,4.5
36,103,1,4.0
37,107,1,4.0
38,112,1,3.0
39,119,1,3.5
40,121,1,4.0
41,124,1,4.0
42,130,1,3.0
43,132,1,2.0
44,134,1,3.0
45,135,1,4.0
46,137,1,4.0
47,140,1,3.0
48,141,1,4.0
49,144,1,3.5
50,145,1,5.0
51,151,1,5.0
52,153,1,2.0
53,155,1,3.0
54,156,1,4.0
55,159,1,4.5
56,160,1,4.0
57,161,1,4.0
58,166,1,5.0
59,167,1,3.5
60,169,1,4.5
61,171,1,5.0
62,177,1,5.0
63,178,1,4.0
64,179,1,4.0
65,182,1,4.0
66,185,1,4.0
67,186,1,4.0
68,191,1,4.0
69,193,1,2.0
70,200,1,3.5
71,201,1,5.0
72,202,1,4.0
73,206,1,5.0
74,213,1,3.5
75,214,1,3.0
76,216,1,3.0
77,217,1,4.0
78,219,1,3.5
79,220,1,5.0
80,223,1,3.5
81,226,1,3.5
82,229,1,5.0
83,232,1,3.5
84,233,1,3.0
85,234,1,5.0
86,239,1,4.0
87,240,1,5.0
88,247,1,5.0
89,249,1,4.0
90,252,1,4.5
91,254,1,4.5
92,263,1,4.0
93,264,1,4.0
94,266,1,2.0
95,269,1,5.0
96,270,1,5.0
97,273,1,5.0
98,274,1,4.0
99,275,1,5.0
100,276,1,4.0
101,277,1,4.0
102,279,1,3.0
103,280,1,4.5
104,282,1,4.5
105,283,1,3.0
106,288,1,4.5
107,290,1,4.0
108,291,1,4.0
109,292,1,4.0
110,293,1,3.0
111,298,1,2.0
112,304,1,5.0
113,307,1,4.0
114,314,1,3.0
115,322,1,3.5
116,323,1,3.5
117,328,1,5.0
118,330,1,4.0
119,332,1,4.0
120,334,1,3.5
121,336,1,4.0
122,337,1,4.0
123,339,1,4.0
124,341,1,5.0
125,347,1,5.0
126,350,1,4.0
127,353,1,5.0
128,357,1,5.0
129,359,1,4.0
130,364,1,5.0
131,367,1,5.0
132,372,1,3.0
133,373,1,3.0
134,378,1,4.5
135,380,1,5.0
136,381,1,3.5
137,382,1,4.5
138,385,1,4.0
139,389,1,5.0
140,391,1,3.0
141,396,1,5.0
142,399,1,4.0
143,401,1,3.5
144,411,1,5.0
145,412,1,2.0
146,414,1,4.0
147,420,1,4.0
148,422,1,4.0
149,432,1,2.5
150,434,1,4.0
151,436,1,4.0
152,438,1,4.5
153,443,1,4.0
154,448,1,5.0
155,451,1,5.0
156,453,1,5.0
157,456,1,5.0
158,460,1,4.5
159,462,1,1.5
160,468,1,4.0
161,469,1,4.0
162,470,1,4.0
163,471,1,5.0
164,474,1,4.0
165,476,1,4.0
166,477,1,4.0
167,480,1,3.0
168,483,1,4.0
169,484,1,4.5
170,488,1,4.5
171,490,1,3.5
172,492,1,4.0
173,500,1,4.0
174,504,1,4.0
175,509,1,4.0
176,514,1,4.0
177,517,1,4.0
178,522,1,3.0
179,524,1,4.0
180,525,1,4.0
181,528,1,2.5
182,529,1,3.0
183,533,1,5.0
184,534,1,4.0
185,541,1,3.0
186,544,1,3.0
187,550,1,4.0
188,555,1,4.0
189,559,1,5.0
190,560,1,3.0
191,561,1,4.0
192,562,1,4.5
193,567,1,3.5
194,570,1,4.0
195,572,1,4.0
196,573,1,5.0
197,579,1,4.0
198,580,1,3.0
199,584,1,5.0
200,587,1,5.0
201,590,1,4.0
202,596,1,4.0
203,597,1,4.0
204,599,1,3.0
205,600,1,2.5
206,601,1,4.0
207,603,1,4.0
208,604,1,3.0
209,605,1,4.0
210,606,1,2.5
211,607,1,4.0
212,608,1,2.5
213,609,1,3.0
214,610,1,5.0
215,1,6,4.0
216,6,6,4.0
217,11,6,5.0
218,18,6,4.0
219,23,6,4.0
220,24,6,4.5
221,28,6,3.5
222,32,6,3.0
223,44,6,3.0
224,45,6,4.0
225,57,6,3.0
226,62,6,4.5
227,64,6,4.5
228,68,6,4.0
229,79,6,4.0
230,82,6,3.5
231,84,6,4.0
232,91,6,5.0
233,102,6,3.0
234,105,6,4.0
235,109,6,3.0
236,112,6,4.5
237,117,6,3.0
238,121,6,5.0
239,140,6,5.0
240,150,6,4.0
241,160,6,2.0
242,166,6,3.5
243,181,6,3.0
244,182,6,4.5
245,191,6,4.0
246,195,6,4.0
247,199,6,4.0
248,202,6,5.0
249,217,6,2.0
250,219,6,3.5
251,220,6,3.5
252,239,6,5.0
253,244,6,5.0
254,266,6,4.0
255,269,6,5.0
256,270,6,3.0
257,274,6,4.0
258,282,6,4.0
259,286,6,4.5
260,294,6,3.0
261,297,6,5.0
262,305,6,3.5
263,308,6,1.0
264,312,6,4.0
265,313,6,3.0
266,314,6,3.0
267,317,6,5.0
268,318,6,4.0
269,325,6,4.0
270,336,6,4.0
271,337,6,5.0
272,339,6,4.0
273,353,6,4.0
274,362,6,4.0
275,368,6,4.0
276,372,6,5.0
277,373,6,5.0
278,380,6,5.0
279,385,6,3.0
280,386,6,3.0
281,389,6,5.0
282,391,6,4.0
283,400,6,5.0
284,414,6,3.0
285,425,6,4.0
286,434,6,4.0
287,437,6,5.0
288,438,6,5.0
289,444,6,4.0
290,451,6,4.0
291,469,6,3.0
292,470,6,3.0
293,474,6,3.0
294,480,6,4.0
295,486,6,5.0
296,492,6,3.0
297,493,6,4.0
298,501,6,3.0
299,521,6,4.0
300,524,6,4.0
301,532,6,5.0
302,553,6,5.0
303,559,6,5.0
304,561,6,4.0
305,573,6,4.5
306,577,6,4.0
307,580,6,4.0
308,588,6,5.0
309,590,6,3.5
310,592,6,3.0
311,597,6,3.0
312,599,6,4.5
313,602,6,3.0
314,603,6,4.0
315,604,6,3.0
316,610,6,5.0
317,6,16,4.0
318,18,16,4.5
319,28,16,2.5
320,42,16,5.0
321,61,16,4.0
322,64,16,5.0
323,68,16,3.5
324,88,16,4.5
325,91,16,4.5
326,100,16,4.5
327,103,16,5.0
328,105,16,4.5
329,109,16,4.0
330,111,16,4.5
331,112,16,4.5
332,121,16,5.0
333,136,16,5.0
334,162,16,5.0
335,177,16,3.0
336,181,16,3.0
337,182,16,5.0
338,187,16,4.0
339,191,16,4.0
340,195,16,4.0
341,201,16,4.0
342,226,16,4.5
343,239,16,4.5
344,240,16,3.0
345,257,16,3.5
346,261,16,4.0
347,266,16,5.0
348,274,16,4.5
349,282,16,4.0
350,287,16,2.0
351,289,16,4.5
352,298,16,4.0
353,303,16,2.5
354,305,16,4.5
355,307,16,4.5
356,310,16,1.0
357,311,16,2.5
358,312,16,4.0
359,317,16,5.0
360,330,16,3.5
361,332,16,3.5
362,337,16,4.0
363,339,16,4.5
364,357,16,3.5
365,362,16,4.0
366,368,16,4.0
367,372,16,4.0
368,373,16,4.0
369,380,16,3.0
370,385,16,3.0
371,386,16,4.0
372,405,16,4.0
373,413,16,5.0
374,414,16,3.0
375,427,16,4.0
376,437,16,5.0
377,444,16,4.0
378,446,16,3.0
379,448,16,5.0
380,453,16,3.0
381,462,16,3.5
382,464,16,4.5
383,474,16,4.0
384,480,16,4.0
385,482,16,2.0
386,483,16,4.0
387,501,16,3.0
388,510,16,1.0
389,514,16,3.5
390,553,16,5.0
391,580,16,4.5
392,585,16,5.0
393,588,16,4.0
394,599,16,3.0
395,602,16,3.0
396,603,16,4.0
397,608,16,4.5
398,610,16,4.5
399,4,32,2.0
400,6,32,4.0
401,8,32,3.0
402,14,32,4.0
403,18,32,4.0
404,19,32,4.0
405,23,32,3.5
406,24,32,3.5
407,28,32,3.5
408,32,32,4.0
409,33,32,3.0
410,39,32,3.0
411,45,32,4.5
412,46,32,4.0
413,50,32,3.0
414,54,32,3.0
415,57,32,4.0
416,58,32,5.0
417,61,32,4.5
418,63,32,3.0
419,64,32,4.0
420,66,32,5.0
421,72,32,4.5
422,78,32,3.5
423,80,32,4.0
424,81,32,5.0
425,90,32,4.0
426,91,32,4.0
427,94,32,5.0
428,95,32,4.0
429,105,32,3.5
430,109,32,4.0
431,112,32,5.0
432,115,32,5.0
433,117,32,3.0
434,120,32,3.0
435,122,32,5.0
436,132,32,3.0
437,133,32,4.0
438,135,32,5.0
439,144,32,4.0
440,146,32,5.0
441,149,32,4.0
442,150,32,5.0
443,160,32,5.0
444,166,32,4.0
445,171,32,5.0
446,174,32,3.0
447,179,32,4.0
448,182,32,4.0
449,191,32,5.0
450,195,32,4.0
451,198,32,5.0
452,201,32,4.0
453,202,32,4.0
454,206,32,3.0
455,219,32,3.5
456,220,32,4.5
457,221,32,5.0
458,222,32,3.0
459,226,32,4.0
460,227,32,4.5
461,235,32,4.0
462,237,32,5.0
463,239,32,5.0
464,242,32,5.0
465,247,32,3.0
466,249,32,5.0
467,254,32,4.5
468,259,32,5.0
469,264,32,1.0
470,265,32,4.0
471,266,32,4.0
472,269,32,4.0
473,270,32,4.0
474,271,32,4.0
475,273,32,5.0
476,274,32,4.0
477,275,32,5.0
478,277,32,5.0
479,282,32,4.0
480,284,32,5.0
481,288,32,5.0
482,292,32,2.0
483,298,32,4.0
484,302,32,3.0
485,303,32,3.5
486,304,32,4.0
487,305,32,5.0
488,307,32,3.5
489,312,32,4.0
490,313,32,4.0
491,314,32,3.0
492,317,32,4.0
493,318,32,4.5
494,323,32,2.5
495,325,32,4.0
496,330,32,5.0
497,332,32,2.5
498,337,32,4.0
499,339,32,3.0
500,345,32,3.5
501,347,32,3.0
502,350,32,4.0
503,353,32,5.0
504,354,32,4.0
505,364,32,3.0
506,372,32,4.0
507,373,32,4.0
508,375,32,5.0
509,376,32,5.0
510,377,32,4.5
511,380,32,5.0
512,381,32,3.5
513,385,32,4.0
514,386,32,3.0
515,387,32,3.5
516,389,32,4.0
517,391,32,4.0
518,398,32,5.0
519,405,32,4.5
520,414,32,5.0
521,420,32,3.5
522,424,32,3.5
523,425,32,4.0
524,434,32,3.5
525,437,32,4.0
526,438,32,4.0
527,445,32,5.0
528,446,32,4.0
529,448,32,2.0
530,449,32,4.0
531,451,32,5.0
532,453,32,5.0
533,456,32,3.0
534,462,32,3.5
535,464,32,3.5
536,468,32,4.0
537,469,32,5.0
538,470,32,3.0
539,474,32,4.0
540,476,32,4.0
541,477,32,4.5
542,480,32,4.0
543,483,32,5.0
544,486,32,5.0
545,489,32,3.5
546,492,32,3.0
547,501,32,3.0
548,509,32,4.0
549,512,32,5.0
550,513,32,4.0
551,520,32,3.5
552,521,32,3.0
553,524,32,3.0
554,529,32,5.0
555,544,32,3.0
556,553,32,5.0
557,555,32,4.0
558,559,32,3.0
559,560,32,3.5
560,561,32,3.5
561,565,32,5.0
562,566,32,4.0
563,570,32,4.0
564,580,32,5.0
565,587,32,5.0
566,590,32,3.0
567,596,32,3.5
568,599,32,3.0
569,600,32,4.5
570,602,32,3.0
571,603,32,3.0
572,604,32,4.0
573,606,32,4.0
574,608,32,3.5
575,610,32,4.5
576,1,47,5.0
577,4,47,2.0
578,6,47,4.0
579,8,47,4.0
580,13,47,5.0
581,14,47,5.0
582,15,47,3.5
